company_id,company_name,also_known_as,plant_name,plot_address,area_block,pincode,geo_lat,geo_lng,google_maps_url,industry_category,products_services,tier,company_size_signal,phone_primary,phone_alt,whatsapp,email,website,contact_person_name,contact_person_role,decision_maker_confidence,gstin,cin,company_status,directors,year_established,employee_estimate,processes_likely,electrode_likely,volume_signal,current_supplier_known,pitch_angle,priority_score,priority_label,data_source,last_verified_date,verification_status,outreach_status,notes,assigned_to
BHO-D011,Sharp Engineering,,General Block,"Plot No. 81-B/3, General Block, Bhosari, Pune - 411026",General Block,411026,,,"https://www.google.com/maps/search/?api=1&query=Sharp+Engineering+Plot+No.+81-B/3,+General+Block,+Bhosari,+Pune+-+411026",General engineering,General engineering job work; light fabrication,3,SME,+91 020-27122613,,+91 9102027122,,,,Purchase,Low,,,,,,,SMAW,E6013;E7018,Low,Unknown,Engineering — E6013,2,Later,Pune MIDC / Bhosari public directory (stale risk),,Unverified,Not contacted,Phone from older public directory — confirm on Google Maps / call before WhatsApp campaign,
BHO-D012,Sharptech Precision Pvt Ltd,,S Block,"Plot No. W-111, S Block, MIDC, Bhosari, Pune - 411026",S Block,411026,,,"https://www.google.com/maps/search/?api=1&query=Sharptech+Precision+Pvt+Ltd+Plot+No.+W-111,+S+Block,+MIDC,+Bhosari,+Pune+-+411026",Machine shops,Machining + fixture/repair welding,3,SME,+91 020-27110733,,+91 9102027110,,,,Purchase,Low,,,,,,,SMAW,E6013,Low,Unknown,Precision — fixture welding,2,Later,Pune MIDC / Bhosari public directory (stale risk),,Unverified,Not contacted,Phone from older public directory — confirm on Google Maps / call before WhatsApp campaign,
BHO-D013,Sheen Engineering Pvt Ltd,,T Block,"Plot No. T-48, MIDC, Bhosari, Pune - 411026",T Block,411026,,,"https://www.google.com/maps/search/?api=1&query=Sheen+Engineering+Pvt+Ltd+Plot+No.+T-48,+MIDC,+Bhosari,+Pune+-+411026",General engineering,General engineering job work; light fabrication,3,SME,+91 020-27120995,,+91 9102027120,,,,Purchase,Low,,,,,,,SMAW,E6013;E7018,Low,Unknown,Engineering — E6013,2,Later,Pune MIDC / Bhosari public directory (stale risk),,Unverified,Not contacted,Phone from older public directory — confirm on Google Maps / call before WhatsApp campaign,
BHO-D014,Shilpa Industries,,S Block,"Plot No. W-248, S Block, MIDC, Bhosari, Pune - 411026",S Block,411026,,,"https://www.google.com/maps/search/?api=1&query=Shilpa+Industries+Plot+No.+W-248,+S+Block,+MIDC,+Bhosari,+Pune+-+411026",General engineering,General engineering job work; light fabrication,3,SME,+91 020-27122537,,+91 9102027122,,,,Purchase,Low,,,,,,,SMAW,E6013;E7018,Low,Unknown,Industrial unit — E6013,2,Later,Pune MIDC / Bhosari public directory (stale risk),,Unverified,Not contacted,Phone from older public directory — confirm on Google Maps / call before WhatsApp campaign,
BHO-D015,Shiraj Enterprises,,Sector 7,"Plot No. 156, Sector No. 7, PCNTDA, Bhosari, Pune - 411026",Sector 7,411026,,,"https://www.google.com/maps/search/?api=1&query=Shiraj+Enterprises+Plot+No.+156,+Sector+No.+7,+PCNTDA,+Bhosari,+Pune+-+411026",General engineering,General engineering job work; light fabrication,3,SME,+91 020-27124845,,+91 9102027124,,,,Purchase,Low,,,,,,,SMAW,E6013;E7018,Low,Unknown,Engineering — E6013,2,Later,Pune MIDC / Bhosari public directory (stale risk),,Unverified,Not contacted,Phone from older public directory — confirm on Google Maps / call before WhatsApp campaign,
BHO-D016,Shitole Engineering Pvt Ltd,,S Block,"S Block, Plot No. 170, MIDC, Bhosari, Pune - 411026",S Block,411026,,,"https://www.google.com/maps/search/?api=1&query=Shitole+Engineering+Pvt+Ltd+S+Block,+Plot+No.+170,+MIDC,+Bhosari,+Pune+-+411026",General engineering,General engineering job work; light fabrication,3,SME,+91 020-27125444,,+91 9102027125,,,,Purchase,Low,,,,,,,SMAW,E6013;E7018,Low,Unknown,Engineering — E6013,2,Later,Pune MIDC / Bhosari public directory (stale risk),,Unverified,Not contacted,Phone from older public directory — confirm on Google Maps / call before WhatsApp campaign,
BHO-D017,Shiv Engineering (S-33),,T Block,"Plot No. S-33, T Block, Bhosari, Pune - 411026",T Block,411026,,,"https://www.google.com/maps/search/?api=1&query=Shiv+Engineering+(S-33)+Plot+No.+S-33,+T+Block,+Bhosari,+Pune+-+411026",General engineering,General engineering job work; light fabrication,3,SME,+91 020-27127104,,+91 9102027127,,,,Purchase,Low,,,,,,,SMAW,E6013;E7018,Low,Unknown,Engineering — E6013,2,Later,Pune MIDC / Bhosari public directory (stale risk),,Unverified,Not contacted,Phone from older public directory — confirm on Google Maps / call before WhatsApp campaign,
BHO-D018,Shradha Engineering Works,,Sector 10,"Plot No. 19, Sector No. 10, PCNTDA, Bhosari, Pune - 411026",Sector 10,411026,,,"https://www.google.com/maps/search/?api=1&query=Shradha+Engineering+Works+Plot+No.+19,+Sector+No.+10,+PCNTDA,+Bhosari,+Pune+-+411026",Machine shops,Machining + fixture/repair welding,3,Micro,985778862,,,,,,Owner,Low,,,,,,,SMAW,E6013,Low,Unknown,Job shop — E6013,2,Later,Pune MIDC / Bhosari public directory (stale risk),,Unverified,Not contacted,Phone from older public directory — confirm on Google Maps / call before WhatsApp campaign,
BHO-D019,Shradha Engineers,,J Block,"Plot No. J-475, MIDC, Bhosari, Pune - 411026",J Block,411026,,,"https://www.google.com/maps/search/?api=1&query=Shradha+Engineers+Plot+No.+J-475,+MIDC,+Bhosari,+Pune+-+411026",General engineering,General engineering job work; light fabrication,3,SME,+91 020-27460257,,+91 9102027460,,,,Purchase,Low,,,,,,,SMAW,E6013;E7018,Low,Unknown,Engineering — E6013,2,Later,Pune MIDC / Bhosari public directory (stale risk),,Unverified,Not contacted,Phone from older public directory — confirm on Google Maps / call before WhatsApp campaign,
BHO-D020,Shree Balasai Industries,,Sector 7,"Sector No. 7, Plot No. 33, PCNTDA Industrial Estate, Bhosari, Pune - 411026",Sector 7,411026,,,"https://www.google.com/maps/search/?api=1&query=Shree+Balasai+Industries+Sector+No.+7,+Plot+No.+33,+PCNTDA+Industrial+Estate,+Bhosari,+Pune+-+411026",General engineering,General engineering job work; light fabrication,3,SME,+91 020-27127688,,+91 9102027127,,,,Purchase,Low,,,,,,,SMAW,E6013;E7018,Low,Unknown,Industrial unit — E6013,2,Later,Pune MIDC / Bhosari public directory (stale risk),,Unverified,Not contacted,Phone from older public directory — confirm on Google Maps / call before WhatsApp campaign,
BHO-D021,Shree Gajanan Engineering Works (Sector 7),,Sector 7,"Plot No. 252, Sector No. 7, PCNTDA, Bhosari, Pune - 411026",Sector 7,411026,,,"https://www.google.com/maps/search/?api=1&query=Shree+Gajanan+Engineering+Works+(Sector+7)+Plot+No.+252,+Sector+No.+7,+PCNTDA,+Bhosari,+Pune+-+411026",General engineering,General engineering job work; light fabrication,3,SME,+91 020-66302920,,+91 9102066302,,,,Purchase,Low,,,,,,,SMAW,E6013;E7018,Low,Unknown,Engineering works — E6013,2,Later,Pune MIDC / Bhosari public directory (stale risk),,Unverified,Not contacted,Phone from older public directory — confirm on Google Maps / call before WhatsApp campaign,
BHO-D022,Shree Ganesh Engineering Company (Sector 10),,Sector 10,"Sector No. 10, Plot No. 111, PCNTDA, Bhosari, Pune - 411026",Sector 10,411026,,,"https://www.google.com/maps/search/?api=1&query=Shree+Ganesh+Engineering+Company+(Sector+10)+Sector+No.+10,+Plot+No.+111,+PCNTDA,+Bhosari,+Pune+-+411026",General engineering,General engineering job work; light fabrication,3,SME,+91 9673004415,,+91 9196730044,,,,Purchase,Low,,,,,,,SMAW,E6013;E7018,Low,Unknown,Engineering — E6013,2,Later,Pune MIDC / Bhosari public directory (stale risk),,Unverified,Not contacted,Phone from older public directory — confirm on Google Maps / call before WhatsApp campaign,
BHO-D023,Shree Ganesh Engineering Works (S Block Plot 5),,S Block,"S Block, Plot No. 5, MIDC, Bhosari, Pune - 411026",S Block,411026,,,"https://www.google.com/maps/search/?api=1&query=Shree+Ganesh+Engineering+Works+(S+Block+Plot+5)+S+Block,+Plot+No.+5,+MIDC,+Bhosari,+Pune+-+411026",General engineering,General engineering job work; light fabrication,3,SME,+91 020-27122492,,+91 9102027122,,,,Purchase,Low,,,,,,,SMAW,E6013;E7018,Low,Unknown,Engineering works — E6013,2,Later,Pune MIDC / Bhosari public directory (stale risk),,Unverified,Not contacted,Phone from older public directory — confirm on Google Maps / call before WhatsApp campaign,
BHO-D024,Shree Mahaveer Industries,,J Block,"Plot No. J-408, MIDC, Bhosari, Pune - 411026",J Block,411026,,,"https://www.google.com/maps/search/?api=1&query=Shree+Mahaveer+Industries+Plot+No.+J-408,+MIDC,+Bhosari,+Pune+-+411026",General engineering,General engineering job work; light fabrication,3,SME,+91 020-27122558,,+91 9102027122,,,,Purchase,Low,,,,,,,SMAW,E6013;E7018,Low,Unknown,Industrial unit — E6013,2,Later,Pune MIDC / Bhosari public directory (stale risk),,Unverified,Not contacted,Phone from older public directory — confirm on Google Maps / call before WhatsApp campaign,
BHO-D025,Shree Parshwa Industries,,S Block,"Plot No. 139, S Block, MIDC, Bhosari, Pune - 411026",S Block,411026,,,"https://www.google.com/maps/search/?api=1&query=Shree+Parshwa+Industries+Plot+No.+139,+S+Block,+MIDC,+Bhosari,+Pune+-+411026",General engineering,General engineering job work; light fabrication,3,SME,+91 020-27122604,,+91 9102027122,,,,Purchase,Low,,,,,,,SMAW,E6013;E7018,Low,Unknown,Industrial unit — E6013,2,Later,Pune MIDC / Bhosari public directory (stale risk),,Unverified,Not contacted,Phone from older public directory — confirm on Google Maps / call before WhatsApp campaign,
BHO-D026,Shree Precision,,J Block,"Plot No. 329, J Block, MIDC Bhosari, Pune - 411026",J Block,411026,,,"https://www.google.com/maps/search/?api=1&query=Shree+Precision+Plot+No.+329,+J+Block,+MIDC+Bhosari,+Pune+-+411026",Machine shops,Machining + fixture/repair welding,3,SME,+91 020-27122645,,+91 9102027122,,,,Purchase,Low,,,,,,,SMAW,E6013,Low,Unknown,Precision shop — E6013,2,Later,Pune MIDC / Bhosari public directory (stale risk),,Unverified,Not contacted,Phone from older public directory — confirm on Google Maps / call before WhatsApp campaign,
BHO-D027,Shree Ramdev Industries,,S Block,"Plot No. 194, S Block, MIDC, Bhosari, Pune - 411026",S Block,411026,,,"https://www.google.com/maps/search/?api=1&query=Shree+Ramdev+Industries+Plot+No.+194,+S+Block,+MIDC,+Bhosari,+Pune+-+411026",General engineering,General engineering job work; light fabrication,3,SME,+91 020-27122921,,+91 9102027122,,,,Purchase,Low,,,,,,,SMAW,E6013;E7018,Low,Unknown,Industrial unit — E6013,2,Later,Pune MIDC / Bhosari public directory (stale risk),,Unverified,Not contacted,Phone from older public directory — confirm on Google Maps / call before WhatsApp campaign,
BHO-D028,Shree Samarth Industries (Sector 7-237),,Sector 7,"Plot No. 237, Sector No. 7, PCNTDA, Bhosari, Pune - 411026",Sector 7,411026,,,"https://www.google.com/maps/search/?api=1&query=Shree+Samarth+Industries+(Sector+7-237)+Plot+No.+237,+Sector+No.+7,+PCNTDA,+Bhosari,+Pune+-+411026",General engineering,General engineering job work; light fabrication,3,SME,+91 9881204321,,+91 9198812043,,,,Purchase,Low,,,,,,,SMAW,E6013;E7018,Low,Unknown,Industrial unit — E6013,2,Later,Pune MIDC / Bhosari public directory (stale risk),,Unverified,Not contacted,Phone from older public directory — confirm on Google Maps / call before WhatsApp campaign,
BHO-D029,Ghanokar Technology,,Sector 2,"No. 1, Indrayani Nagar, Sector 2, Bhosari, Pune - 411026",Sector 2,411026,,,"https://www.google.com/maps/search/?api=1&query=Ghanokar+Technology+No.+1,+Indrayani+Nagar,+Sector+2,+Bhosari,+Pune+-+411026",Gate/grill manufacturers,Gates; grills; fencing fabrication,3,Micro,,,,,https://www.tradeindia.com/,,Owner,Low,,,,,,,SMAW,E6013,Low,Unknown,Gates & fencing — E6013,1,Later,TradeIndia,,Unverified,Not contacted,Near Bhosari industrial belt | Directory/web phones may be stale — re-verify before dialing,
BHO-D030,Gas Processing Equipment Pvt Ltd,,Bhosari MIDC,"Bhosari MIDC, Pune - 411026",Bhosari MIDC,411026,,,"https://www.google.com/maps/search/?api=1&query=Gas+Processing+Equipment+Pvt+Ltd+Bhosari+MIDC,+Pune+-+411026",Heavy engineering,Heavy machinery components; engineered welded fabrications,1,SME,,,,,,,Purchase,Low,,,,,,,SMAW;GTAW,E7018;E6013;E308L,High,Unknown,Process equipment fab — E7018 + stainless electrodes,4,Hot,Chamber directory (GCCIA),,Unverified,Not contacted,Re-verify on Maps/GST,
BHO-D031,Pressure Vessels (India),,Bhosari MIDC,"Bhosari MIDC, Pune - 411026",Bhosari MIDC,411026,,,"https://www.google.com/maps/search/?api=1&query=Pressure+Vessels+(India)+Bhosari+MIDC,+Pune+-+411026",Boiler/tank manufacturers,Boilers; pressure vessels; tanks; heat exchangers,1,SME,,,,,,,Purchase,Low,,,,,,,SMAW;GTAW,E7018;E6013;E308L,High,Unknown,Vessel manufacturer — verify plot & phone on Maps then pitch E7018,4,Hot,Chamber directory (GCCIA),,Unverified,Not contacted,Name from Bhosari MIDC chamber list; re-verify before call,
BHO-D032,Accusharp Cutting Tools Pvt Ltd,,Bhosari MIDC,"Bhosari MIDC, Pune - 411026",Bhosari MIDC,411026,,,"https://www.google.com/maps/search/?api=1&query=Accusharp+Cutting+Tools+Pvt+Ltd+Bhosari+MIDC,+Pune+-+411026",Machine/equipment manufacturers,Industrial machines/equipment frames & fabricated parts,1,SME,,,,,,,Purchase,Low,,,,,,,SMAW,E6013;E7018,Low,Unknown,Tooling OEM — maintenance welding electrodes,3,Warm,Chamber directory (GCCIA),,Unverified,Not contacted,Lower SMAW volume; maintenance angle,
BHO-D033,Dairy Tech India,,Bhosari MIDC,"Bhosari MIDC, Pune - 411026",Bhosari MIDC,411026,,,"https://www.google.com/maps/search/?api=1&query=Dairy+Tech+India+Bhosari+MIDC,+Pune+-+411026",Machine/equipment manufacturers,Industrial machines/equipment frames & fabricated parts,1,SME,,,,,,,Purchase,Low,,,,,,,SMAW;GTAW,E6013;E308L;E7018,Med,Unknown,Dairy equipment SS fab — E308L + E6013,3,Warm,Chamber directory (GCCIA),,Unverified,Not contacted,,
BHO-D034,Elscint Automation,,Bhosari MIDC,"Bhosari MIDC, Pune - 411026",Bhosari MIDC,411026,,,"https://www.google.com/maps/search/?api=1&query=Elscint+Automation+Bhosari+MIDC,+Pune+-+411026",Machine/equipment manufacturers,Industrial machines/equipment frames & fabricated parts,1,SME,,,,,,,Purchase,Low,,,,,,,SMAW;GMAW,E6013;E7018,Med,Unknown,Automation equipment frames — E6013/E7018 for fab,3,Warm,Chamber directory (GCCIA),,Unverified,Not contacted,,
BHO-D035,Frontline Electronics Ltd,,Bhosari MIDC,"Bhosari MIDC, Pune - 411026",Bhosari MIDC,411026,,,"https://www.google.com/maps/search/?api=1&query=Frontline+Electronics+Ltd+Bhosari+MIDC,+Pune+-+411026",Industrial maintenance,Plant repair welding; maintenance fabrication; cutting/hardfacing jobs,1,SME,,,,,,,Purchase,Low,,,,,,,SMAW;Cutting,E6013;Cutting,Low,Unknown,Plant maintenance angle if metal shop present,3,Warm,Chamber directory (GCCIA),,Unverified,Not contacted,May be light fab; verify before heavy pitch,
BHO-D036,General Industrial Controls Pvt Ltd,GIC,Bhosari MIDC,"Bhosari MIDC, Pune - 411026",Bhosari MIDC,411026,,,"https://www.google.com/maps/search/?api=1&query=General+Industrial+Controls+Pvt+Ltd+Bhosari+MIDC,+Pune+-+411026",Machine/equipment manufacturers,Industrial machines/equipment frames & fabricated parts,1,Large,,,,,,,Purchase,Low,,,,,,,SMAW;GMAW,E6013;E7018,Med,Unknown,Controls OEM — plant maintenance + fab electrodes,3,Warm,Chamber directory (GCCIA),,Unverified,Not contacted,,
BHO-D037,KTR Couplings India Pvt Ltd,,Bhosari MIDC,"Bhosari MIDC, Pune - 411026",Bhosari MIDC,411026,,,"https://www.google.com/maps/search/?api=1&query=KTR+Couplings+India+Pvt+Ltd+Bhosari+MIDC,+Pune+-+411026",Machine/equipment manufacturers,Industrial machines/equipment frames & fabricated parts,1,SME,,,,,,,Purchase,Low,,,,,,,SMAW,E6013;E7018,Low,Unknown,Couplings OEM — maintenance welding only,3,Warm,Chamber directory (GCCIA),,Unverified,Not contacted,,
BHO-D038,Konzert Toolings,,Bhosari MIDC,"Bhosari MIDC, Pune - 411026",Bhosari MIDC,411026,,,"https://www.google.com/maps/search/?api=1&query=Konzert+Toolings+Bhosari+MIDC,+Pune+-+411026",Machine/equipment manufacturers,Industrial machines/equipment frames & fabricated parts,1,Micro,,,,,,,Purchase,Low,,,,,,,SMAW,E6013;E7018,Low,Unknown,Tooling shop — fixture & repair welding electrodes,3,Warm,Chamber directory (GCCIA),,Unverified,Not contacted,,
BHO-D039,Maple Biotech Pvt Ltd,,Bhosari MIDC,"Bhosari MIDC, Pune - 411026",Bhosari MIDC,411026,,,"https://www.google.com/maps/search/?api=1&query=Maple+Biotech+Pvt+Ltd+Bhosari+MIDC,+Pune+-+411026",Industrial maintenance,Plant repair welding; maintenance fabrication; cutting/hardfacing jobs,1,SME,,,,,,,Purchase,Low,,,,,,,SMAW;Cutting,E6013;E308L;Cutting,Low,Unknown,Biotech plant maintenance — SS electrodes + cutting,3,Warm,Chamber directory (GCCIA),,Unverified,Not contacted,Maintenance welding angle,
BHO-D040,National Engineering Company,,Bhosari MIDC,"Bhosari MIDC, Pune - 411026",Bhosari MIDC,411026,,,"https://www.google.com/maps/search/?api=1&query=National+Engineering+Company+Bhosari+MIDC,+Pune+-+411026",Heavy engineering,Heavy machinery components; engineered welded fabrications,1,SME,,,,,,,Purchase,Low,,,,,,,SMAW;GMAW,E7018;E6013,Med,Unknown,Engineering company — verify fab intensity then pitch E7018,3,Warm,Chamber directory (GCCIA),,Unverified,Not contacted,,
BHO-D041,Patange Industries Pvt Ltd,,Bhosari MIDC,"Bhosari MIDC, Pune - 411026",Bhosari MIDC,411026,,,"https://www.google.com/maps/search/?api=1&query=Patange+Industries+Pvt+Ltd+Bhosari+MIDC,+Pune+-+411026",Heavy fabrication,Heavy steel fabrication; structural & pressure parts; welded assemblies,1,SME,,,,,,,Purchase,Low,,,,,,,SMAW;GMAW,E6013;E7018,Med,Unknown,Industrial manufacturer — Maps verify then E6013/E7018 visit,3,Warm,Chamber directory (GCCIA),,Unverified,Not contacted,,
BHO-D042,Power Formers Engineers Pvt Ltd,,Bhosari MIDC,"Bhosari MIDC, Pune - 411026",Bhosari MIDC,411026,,,"https://www.google.com/maps/search/?api=1&query=Power+Formers+Engineers+Pvt+Ltd+Bhosari+MIDC,+Pune+-+411026",Heavy engineering,Heavy machinery components; engineered welded fabrications,1,SME,,,,,,,Purchase,Low,,,,,,,SMAW;GMAW,E7018;E6013,Med,Unknown,Engineering fab — Bharatweld E6013/E7018 intro pack,3,Warm,Chamber directory (GCCIA),,Unverified,Not contacted,,
BHO-D043,Protocontrol Instruments (I) Pvt Ltd,,Bhosari MIDC,"Bhosari MIDC, Pune - 411026",Bhosari MIDC,411026,,,"https://www.google.com/maps/search/?api=1&query=Protocontrol+Instruments+(I)+Pvt+Ltd+Bhosari+MIDC,+Pune+-+411026",Machine/equipment manufacturers,Industrial machines/equipment frames & fabricated parts,1,SME,,,,,,,Purchase,Low,,,,,,,SMAW,E6013,Low,Unknown,Instrument OEM — low volume; maintenance only,3,Warm,Chamber directory (GCCIA),,Unverified,Not contacted,,
BHO-D044,Pune Metagraph,,Bhosari MIDC,"Bhosari MIDC, Pune - 411026",Bhosari MIDC,411026,,,"https://www.google.com/maps/search/?api=1&query=Pune+Metagraph+Bhosari+MIDC,+Pune+-+411026",Machine/equipment manufacturers,Industrial machines/equipment frames & fabricated parts,1,SME,,,,,,,Purchase,Low,,,,,,,SMAW,E6013;E7018,Low,Unknown,Verify metalwork intensity; maintenance electrodes if fab present,3,Warm,Chamber directory (GCCIA),,Unverified,Not contacted,,
BHO-D045,Spaco Technologies,,Bhosari MIDC,"Bhosari MIDC, Pune - 411026",Bhosari MIDC,411026,,,"https://www.google.com/maps/search/?api=1&query=Spaco+Technologies+Bhosari+MIDC,+Pune+-+411026",Machine/equipment manufacturers,Industrial machines/equipment frames & fabricated parts,1,SME,,,,,,,Purchase,Low,,,,,,,SMAW;GMAW,E6013;E7018,Low,Unknown,Tech/equipment maker — maintenance electrode kit,3,Warm,Chamber directory (GCCIA),,Unverified,Not contacted,,
BHO-D046,Subhash Engineering Pvt Ltd,,Bhosari MIDC,"Bhosari MIDC, Pune - 411026",Bhosari MIDC,411026,,,"https://www.google.com/maps/search/?api=1&query=Subhash+Engineering+Pvt+Ltd+Bhosari+MIDC,+Pune+-+411026",Heavy engineering,Heavy machinery components; engineered welded fabrications,1,SME,,,,,,,Purchase,Low,,,,,,,SMAW;GMAW,E7018;E6013,Med,Unknown,Engineering fab — Bharatweld E7018 intro,3,Warm,Chamber directory (GCCIA),,Unverified,Not contacted,Listed as Subhash Pvt Ltd on chamber list,
