company_id,company_name,also_known_as,plant_name,plot_address,area_block,pincode,geo_lat,geo_lng,google_maps_url,industry_category,products_services,tier,company_size_signal,phone_primary,phone_alt,whatsapp,email,website,contact_person_name,contact_person_role,decision_maker_confidence,gstin,cin,company_status,directors,year_established,employee_estimate,processes_likely,electrode_likely,volume_signal,current_supplier_known,pitch_angle,priority_score,priority_label,data_source,last_verified_date,verification_status,outreach_status,notes,assigned_to
BHO-011,MILKON Heavy Engineering Pvt Ltd,Milkon Heavy Engineering Co.,T-103 Bhosari works,"T-Block, Plot No. 103 / S-8, MIDC Bhosari, Pune - 411026",T Block,411026,,,"https://www.google.com/maps/search/?api=1&query=MILKON+Heavy+Engineering+Pvt+Ltd+T-Block,+Plot+No.+103+/+S-8,+MIDC+Bhosari,+Pune+-+411026",Boiler/tank manufacturers,Dairy process equipment; milk silos & storage tanks; ghee boilers; bulk milk coolers; SS pumps & blenders,1,Large,+91 98600 87875,+91 20 66301555,+91 9198600878,info@milkonengineers.com,https://www.milkondairyequipment.com,,Purchase,Med,,,,,1983,,SMAW;GTAW,E7018;E6013;E308L,High,Unknown,SS dairy tanks/silos & process equipment — E308L + E7018 coded welds,5,Hot,Website,2026-09-03,Phone-ok,Not contacted,Works: Bhosari T-103; also sales@milkonengineers.com; +91 78754 44955 / 81498 06559,
BHO-012,Radiant Heat Exchanger Pvt Ltd,Radiant Engineers,S-116/2 & S-19 Bhosari plants,"S-116/2, MIDC, Bhosari, Pune - 411026",S Block,411026,,,"https://www.google.com/maps/search/?api=1&query=Radiant+Heat+Exchanger+Pvt+Ltd+S-116/2,+MIDC,+Bhosari,+Pune+-+411026",Heavy engineering,Shell & tube heat exchangers; pressure vessels; process equipment,1,Large,+91 20 40718000,+91 20 40718026,+91 9120407180,sales@radiantengineers.com,https://www.radiantengineers.com,,Purchase,Med,,,,,1977,38+,SMAW;GTAW,E7018;E6013;E308L,High,Unknown,Heat exchangers & pressure vessels — E7018 + E308L for process equipment,5,Hot,Website,2026-09-03,Phone-ok,Not contacted,Plant 2: S-19 MIDC Bhosari,
BHO-013,Rakhoh Industries Pvt Ltd,Rakhoh Boilers,S-11 T Block plant,"S-11, T Block, MIDC Industrial Area, Bhosari, Pune - 411026",T Block,411026,,,"https://www.google.com/maps/search/?api=1&query=Rakhoh+Industries+Pvt+Ltd+S-11,+T+Block,+MIDC+Industrial+Area,+Bhosari,+Pune+-+411026",Boiler/tank manufacturers,Steam boilers; industrial boilers; boiler pressure parts,1,Large,+91 20 66308333,+91 20 66308340,+91 9120663083,enquiry@rakhoh.com,https://www.rakhoh.com,,Purchase,Med,,,,,1983,500+,SMAW;GTAW,E7018;E6013;E308L,High,Unknown,Large boiler OEM — E7018 volume + maintenance cutting electrodes,5,Hot,Website,2026-09-03,Phone-ok,Not contacted,Established steam boiler manufacturer in T Block,
BHO-014,SNEHA Industries,Sneha Industries,"J-40, S Block plant","J-40, S Block, MIDC Bhosari, Pune - 411026",S Block / J-40,411026,,,"https://www.google.com/maps/search/?api=1&query=SNEHA+Industries+J-40,+S+Block,+MIDC+Bhosari,+Pune+-+411026",Heavy fabrication,VMC & CNC machining; sheet-metal components; heavy fabrication; TIG welding; fluid-handling parts,1,SME,+91 98236 32332,,+91 9198236323,info@snehaindustries.com,https://snehaindustries.com,Swapnil Sawant,Director,High,,,,,1993,,SMAW;GTAW;GMAW,E7018;E6013;E308L,High,Unknown,VMC/CNC + heavy & sheet fab — E7018/E6013 + SS E308L,5,Hot,Website,2026-09-03,Phone-ok,Not contacted,"Plant: J-40 S Block; VMC/CNC machining, TIG welding, sheet metal & heavy fabrication",
BHO-015,Sahil Fabricators,,Sector 7,"Sector No. 7, Plot No. 284, PCNTDA Industrial Estate, Bhosari, Pune - 411026",Sector 7,411026,,,"https://www.google.com/maps/search/?api=1&query=Sahil+Fabricators+Sector+No.+7,+Plot+No.+284,+PCNTDA+Industrial+Estate,+Bhosari,+Pune+-+411026",Steel fabrication,Steel structures; frames; general metal fabrication,1,Micro,+91 9921278758,,+91 9199212787,,,,Owner,Low,,,,,,,SMAW;GMAW,E6013;E7018,High,Unknown,Fabricator — E6013/E7018,5,Hot,Pune MIDC / Bhosari public directory (stale risk),,Unverified,Not contacted,Phone from older public directory — confirm on Google Maps / call before WhatsApp campaign,
BHO-016,Sandeep Steels,,General Block,"Plot No. 71/B/52, General Block, Kheera Industrial Premises, Bhosari, Pune - 411026",General Block,411026,,,"https://www.google.com/maps/search/?api=1&query=Sandeep+Steels+Plot+No.+71/B/52,+General+Block,+Kheera+Industrial+Premises,+Bhosari,+Pune+-+411026",Steel fabrication,Steel structures; frames; general metal fabrication,1,SME,+91 020-27122438,,+91 9102027122,,,,Purchase,Low,,,,,,,SMAW;GMAW,E6013;E7018,High,Unknown,Steel works — E6013/E7018,5,Hot,Pune MIDC / Bhosari public directory (stale risk),,Unverified,Not contacted,Phone from older public directory — confirm on Google Maps / call before WhatsApp campaign,
BHO-017,Sankalp Steeltech Corporation Pvt Ltd,Sankalp Steeltech,Sector 7 Plot 140/141,"Plot No. 140/141, Sector No. 7, PCNTDA, Bhosari, Pune - 411026",Sector 7,411026,,,"https://www.google.com/maps/search/?api=1&query=Sankalp+Steeltech+Corporation+Pvt+Ltd+Plot+No.+140/141,+Sector+No.+7,+PCNTDA,+Bhosari,+Pune+-+411026",Steel fabrication,"Mild steel stockist (beams, plates, pipes); laser cutting; hardening; metal fabrication support",1,SME,+91 73500 04114,+91 20 66113892,+91 9173500041,info@sankalpsteeltech.com,https://www.sankalpsteeltech.com,,Purchase,Med,,,,,1993,,SMAW;GMAW;Cutting,E6013;E7018;Cutting,High,Unknown,Steel stockist + fab support — E6013/E7018 for in-house & customer fab,5,Hot,Website,2026-09-03,Phone-ok,Not contacted,"Also +91 87999 27473; mild steel beams, plates, pipes; laser cutting / hardening services",
BHO-018,Saz Metals,,S Block,"Plot No. W-109, S Block, MIDC, Bhosari, Pune - 411026",S Block,411026,,,"https://www.google.com/maps/search/?api=1&query=Saz+Metals+Plot+No.+W-109,+S+Block,+MIDC,+Bhosari,+Pune+-+411026",Steel fabrication,Steel structures; frames; general metal fabrication,1,SME,+91 020-27120152,,+91 9102027120,,,,Purchase,Low,,,,,,,SMAW;GMAW,E6013;E7018,High,Unknown,Metals/fab — E6013/E7018,5,Hot,Pune MIDC / Bhosari public directory (stale risk),,Unverified,Not contacted,Phone from older public directory — confirm on Google Maps / call before WhatsApp campaign,
BHO-019,Shahade Fabricators,,Sector 10,"Plot No. 226, Sector No. 10, Near Sai Associates, Bhosari, Pune - 411026",Sector 10,411026,,,"https://www.google.com/maps/search/?api=1&query=Shahade+Fabricators+Plot+No.+226,+Sector+No.+10,+Near+Sai+Associates,+Bhosari,+Pune+-+411026",Steel fabrication,Steel structures; frames; general metal fabrication,1,Micro,+91 9422360934,,+91 9194223609,,,,Owner,Low,,,,,,,SMAW;GMAW,E6013;E7018,High,Unknown,Fabricator — E6013/E7018 Hot lead,5,Hot,Pune MIDC / Bhosari public directory (stale risk),,Unverified,Not contacted,Phone from older public directory — confirm on Google Maps / call before WhatsApp campaign,
BHO-020,Shimja Engineers & Contractors,,J Block,"Plot No. 323, J Block, MIDC, Bhosari, Pune - 411026",J Block,411026,,,"https://www.google.com/maps/search/?api=1&query=Shimja+Engineers+&+Contractors+Plot+No.+323,+J+Block,+MIDC,+Bhosari,+Pune+-+411026",Structural fabrication,"Beams, columns, platforms, structural steelwork",1,SME,+91 020-46768974,,+91 9102046768,,,,Purchase,Low,,,,,,,SMAW;GMAW,E6013;E7018,High,Unknown,Contract fab — E6013/E7018,5,Hot,Pune MIDC / Bhosari public directory (stale risk),,Unverified,Not contacted,Phone from older public directory — confirm on Google Maps / call before WhatsApp campaign,
BHO-021,Shraddha Engineers & Fabricators,,J Block,"Plot No. J-29, MIDC, Bhosari, Pune - 411026",J Block,411026,,,"https://www.google.com/maps/search/?api=1&query=Shraddha+Engineers+&+Fabricators+Plot+No.+J-29,+MIDC,+Bhosari,+Pune+-+411026",Steel fabrication,Steel structures; frames; general metal fabrication,1,SME,+91 020-27120386,,+91 9102027120,,,,Purchase,Low,,,,,,,SMAW;GMAW,E6013;E7018,High,Unknown,Fabricators — E6013/E7018 Hot,5,Hot,Pune MIDC / Bhosari public directory (stale risk),,Unverified,Not contacted,Phone from older public directory — confirm on Google Maps / call before WhatsApp campaign,
BHO-022,Shree Engineering (112/5 S Block),,S Block,"Plot No. 112/5, S Block, MIDC, Bhosari, Pune - 411026",S Block,411026,,,"https://www.google.com/maps/search/?api=1&query=Shree+Engineering+(112/5+S+Block)+Plot+No.+112/5,+S+Block,+MIDC,+Bhosari,+Pune+-+411026",Steel fabrication,Steel structures; frames; general metal fabrication,1,SME,+91 020-27127711,,+91 9102027127,,,,Purchase,Low,,,,,,,SMAW;GMAW,E6013;E7018,High,Unknown,Steel eng/fab — E6013/E7018,5,Hot,Pune MIDC / Bhosari public directory (stale risk),,Unverified,Not contacted,Phone from older public directory — confirm on Google Maps / call before WhatsApp campaign,
BHO-023,Shree Fabricators (S-4/2),,T Block,"Plot No. S-4/2, T Block, MIDC, Bhosari, Pune - 411026",T Block,411026,,,"https://www.google.com/maps/search/?api=1&query=Shree+Fabricators+(S-4/2)+Plot+No.+S-4/2,+T+Block,+MIDC,+Bhosari,+Pune+-+411026",Steel fabrication,Steel structures; frames; general metal fabrication,1,SME,+91 020-27120150,,+91 9102027120,,,,Purchase,Low,,,,,,,SMAW;GMAW,E6013;E7018,High,Unknown,Fabricators — E6013/E7018 Hot,5,Hot,Pune MIDC / Bhosari public directory (stale risk),,Unverified,Not contacted,Phone from older public directory — confirm on Google Maps / call before WhatsApp campaign,
BHO-024,Shree Govind Steels,,S Block,"W-12, S Block, MIDC, Bhosari, Pune - 411026",S Block,411026,,,"https://www.google.com/maps/search/?api=1&query=Shree+Govind+Steels+W-12,+S+Block,+MIDC,+Bhosari,+Pune+-+411026",Steel fabrication,Steel structures; frames; general metal fabrication,1,SME,+91 020-27111634,,+91 9102027111,,,,Purchase,Low,,,,,,,SMAW;GMAW,E6013;E7018,High,Unknown,Steels — E6013/E7018,5,Hot,Pune MIDC / Bhosari public directory (stale risk),,Unverified,Not contacted,Phone from older public directory — confirm on Google Maps / call before WhatsApp campaign,
BHO-025,Shree Laxmi Fabrication,,General Block,"T-71/1A/8, General Block, Near Jayanand Khira Co., Bhosari, Pune - 411026",General Block,411026,,,"https://www.google.com/maps/search/?api=1&query=Shree+Laxmi+Fabrication+T-71/1A/8,+General+Block,+Near+Jayanand+Khira+Co.,+Bhosari,+Pune+-+411026",Steel fabrication,Steel structures; frames; general metal fabrication,1,Micro,+91 9822055447,,+91 9198220554,,,,Owner,Low,,,,,,,SMAW;GMAW,E6013;E7018,High,Unknown,Fabrication — E6013 Hot mobile,5,Hot,Pune MIDC / Bhosari public directory (stale risk),,Unverified,Not contacted,Phone from older public directory — confirm on Google Maps / call before WhatsApp campaign,
BHO-026,Shubham Udyog,,MIDC Bhosari,"359 MIDC, Bhosari, Pimpri-Chinchwad, Pune - 411026",MIDC Bhosari,411026,,,"https://www.google.com/maps/search/?api=1&query=Shubham+Udyog+359+MIDC,+Bhosari,+Pimpri-Chinchwad,+Pune+-+411026",Boiler/tank manufacturers,Boilers; pressure vessels; tanks; heat exchangers,1,SME,+91 80480 46755,,+91 9180480467,shubhamudyog@yahoo.co.in,https://www.shubhamudyogpune.in,,Owner,Med,,,,,1989,,SMAW;GTAW,E7018;E6013;E308L,High,Unknown,IBR boilers & pressure parts — Bharatweld E7018 trial pack,5,Hot,Website,2026-09-03,Phone-ok,Not contacted,"Boilers, thermic fluid heaters, heat exchangers, SS fabrication",
BHO-027,Silson Boilers,Silson Group,115/2 General Block plant,"115/2, General Block, MIDC, Bhosari, Pune - 411026",General Block,411026,,,"https://www.google.com/maps/search/?api=1&query=Silson+Boilers+115/2,+General+Block,+MIDC,+Bhosari,+Pune+-+411026",Boiler/tank manufacturers,IBR steam boilers; thermic fluid heaters; pressure vessels; heat exchangers,1,Large,+91 94050 34183,+91 98220 53375,+91 9194050341,response@silsonboilers.in,https://www.silsonboilers.in,,Purchase,Med,,,,,1989,110+,SMAW;GTAW,E7018;E6013;E308L,High,Unknown,IBR boiler fab — lead with Bharatweld E7018; SS parts need E308L,5,Hot,Website;Maps,2026-09-03,Phone-ok,Not contacted,"20,000+ sq ft Bhosari facility; ISO 9001 & IBR",
BHO-028,Sterling Engineers & Boilers Pvt Ltd,Sterling Engineers,General Block / T Block,"T-71/1-A/7, General Block, MIDC, Bhosari, Pune - 411026",General Block / T Block,411026,,,"https://www.google.com/maps/search/?api=1&query=Sterling+Engineers+&+Boilers+Pvt+Ltd+T-71/1-A/7,+General+Block,+MIDC,+Bhosari,+Pune+-+411026",Boiler/tank manufacturers,Boilers; pressure vessels; tanks; heat exchangers,1,SME,+91 96890 11211,,+91 9196890112,sterlingboiler@gmail.com,https://www.sterlingengineers.in,,Purchase,Med,,,,,2012,,SMAW;GTAW,E7018;E6013,High,Unknown,"Pressure vessels, chimneys, tanks — E7018 structural & pressure welds",5,Hot,Website,2026-09-03,Phone-ok,Not contacted,,
BHO-029,Super-Tech Fabrication,,J-251/252 Bhosari plant (+ Chakan unit),"J-251/252, MIDC Bhosari (behind Tata Motors), Pune - 411026; also Chakan MIDC unit",J Block,411026,,,"https://www.google.com/maps/search/?api=1&query=Super-Tech+Fabrication+J-251/252,+MIDC+Bhosari+(behind+Tata+Motors),+Pune+-+411026;+also+Chakan+MIDC+unit",Heavy fabrication,HRSG casing panels; chimneys/stacks; ducts; tanks; hoppers; platforms & railings; structural steelwork; boiler components,1,Large,+91 20 27472213,+91 20 27441102,+91 9120274722,supertech@vsnl.net,https://supertechfabrication.com,N. P. Khodade / L. N. Khodade,Owner,Med,,,,,,,SMAW;GMAW;Cutting,E6013;E7018;Cutting,High,Unknown,"HRSG casings, chimneys, ducts, tanks, hoppers, platforms — high E7018 volume",5,Hot,Website;Directory,2026-09-03,Phone-ok,Not contacted,Est. 1990; ISO 9001; Bhosari + Chakan plants; boiler components & structural steel; also +91 20 25663290 | Directory/web phones may be stale — re-verify before dialing,
BHO-030,Malgudi Associates,,Sector 7 Plot 149/2,"Plot No. 149/2, PCNTDA, Sector No. 7, MIDC, Bhosari, Pune - 411026",Sector 7,411026,,,"https://www.google.com/maps/search/?api=1&query=Malgudi+Associates+Plot+No.+149/2,+PCNTDA,+Sector+No.+7,+MIDC,+Bhosari,+Pune+-+411026",Crane manufacturers,EOT & jib cranes; material-handling cranes,2,SME,+91 79711 90892,,+91 9179711908,,https://www.malgudiassociates.com,Mallesh B. K. / Ravikumar Mallappa Kummur,Owner,High,,,,,2009,11-25,SMAW;GMAW,E7018;E6013,High,Unknown,EOT & jib cranes — E7018 girder welding opportunity,5,Hot,Website;IndiaMART,2026-09-03,Phone-ok,Not contacted,"Clients include JCB, Bharat Forge, John Deere",
BHO-031,Malgudi Cranes & Components,Malgudi,Sector 7 Plot 238,"Plot No. 238, Sector No. 7, Bhosari MIDC, Pune - 411026",Sector 7,411026,,,"https://www.google.com/maps/search/?api=1&query=Malgudi+Cranes+&+Components+Plot+No.+238,+Sector+No.+7,+Bhosari+MIDC,+Pune+-+411026",Crane manufacturers,EOT cranes; goliath cranes; crane components,2,SME,+91 94225 12489,+91 97666 25828,+91 9194225124,sales@malgudicranes.com,https://malgudicranes.com,Mallesh B. K.,Owner,High,,,,,2000,,SMAW;GMAW,E7018;E6013,High,Unknown,EOT/goliath crane girders — Bharatweld E7018 for structural welds,5,Hot,Website,2026-09-03,Phone-ok,Not contacted,2000+ crane installations claimed,
BHO-032,BMC Enterprises,,J Block,"Plot No. J-399, MIDC, Bhosari, Pune - 411026",J Block,411026,,,"https://www.google.com/maps/search/?api=1&query=BMC+Enterprises+Plot+No.+J-399,+MIDC,+Bhosari,+Pune+-+411026",Heavy engineering,Heavy machinery components; engineered welded fabrications,1,SME,,,,,https://www.indiamart.com/bmcent-com-990956/,Babulal Mohiddin Choudhari,Owner,Med,,,,,1993,11-25,SMAW;GMAW,E7018;E6013;E308L,Med,Unknown,Heavy CNC + fabrication of vessels — E7018 for pressure parts,4,Hot,IndiaMART,,Unverified,Not contacted,"Proprietor Abbas / Babulal Choudhari; 6 bays, overhead cranes",
BHO-033,Finix Engineering Works,,Sector 10,"Sector No. 10, Plot No. 246, PCNTDA, MIDC, Bhosari, Pune - 411026",Sector 10,411026,,,"https://www.google.com/maps/search/?api=1&query=Finix+Engineering+Works+Sector+No.+10,+Plot+No.+246,+PCNTDA,+MIDC,+Bhosari,+Pune+-+411026",Steel fabrication,Steel structures; frames; general metal fabrication,1,SME,,,,sales@finixengineering.com,https://finixengineering.com,,Purchase,Low,,,,,,44+,SMAW;GTAW,E7018;E6013;E308L,High,Unknown,SS/MS vessels & tanks — E7018 + E308L sample kit,4,Hot,Website,2026-09-03,Unverified,Not contacted,25+ years steel fabrication,
BHO-034,K Engineering & Fab Works,,Sector 10,"Plot No. 235, Sector-10, PCNTDA, Bhosari, Pune - 411026",Sector 10,411026,,,"https://www.google.com/maps/search/?api=1&query=K+Engineering+&+Fab+Works+Plot+No.+235,+Sector-10,+PCNTDA,+Bhosari,+Pune+-+411026",Structural fabrication,"Beams, columns, platforms, structural steelwork",1,Micro,,,,,https://www.tradeindia.com/,Mr. Dinesh Bhagwat Choudhary,Owner,Med,,,,,2013,,SMAW,E6013;E7018,Med,Unknown,Industrial & gate fabrication — E6013 primary,4,Hot,TradeIndia,,Unverified,Not contacted,"Gate, grill, industrial fab services",
BHO-035,Pilon Engineering,,J Block,"Plot No. 513/2/1, J Block, MIDC, Bhosari, Pune - 411026",J Block,411026,,,"https://www.google.com/maps/search/?api=1&query=Pilon+Engineering+Plot+No.+513/2/1,+J+Block,+MIDC,+Bhosari,+Pune+-+411026",Boiler/tank manufacturers,Boilers; pressure vessels; tanks; heat exchangers,1,SME,,,,sales@pilonengineering.com,https://pilonengineering.com,,Purchase,Low,,,,,,,SMAW;GTAW,E7018;E6013;E308L,High,Unknown,Coded pressure vessels — Bharatweld E7018 for CS shells,4,Hot,Website,2026-09-03,Unverified,Not contacted,info@pilonengineering.com also listed,
BHO-036,SP Engineers,,MIDC Bhosari,"142, MIDC Industrial Area, Bhosari, PCMC - 411026",MIDC Bhosari,411026,,,"https://www.google.com/maps/search/?api=1&query=SP+Engineers+142,+MIDC+Industrial+Area,+Bhosari,+PCMC+-+411026",Steel fabrication,Steel structures; frames; general metal fabrication,1,Micro,+91 20 27125972,,+91 9120271259,,,,Owner,Low,,,,,,,SMAW,E6013;E7018,Med,Unknown,Steel/door/gate fab — start with E6013 sample,4,Hot,AskLaila;Directory,,Unverified,Not contacted,Near Ankit Traders,
BHO-037,Sadguru Equipments Pvt Ltd,,Sector 7,"Plot No. 88, Sector No. 7, PCNTDA, Bhosari, Pune - 411026",Sector 7,411026,,,"https://www.google.com/maps/search/?api=1&query=Sadguru+Equipments+Pvt+Ltd+Plot+No.+88,+Sector+No.+7,+PCNTDA,+Bhosari,+Pune+-+411026",Machine/equipment manufacturers,Industrial machines/equipment frames & fabricated parts,1,SME,+91 020-27121341,,+91 9102027121,,,,Purchase,Low,,,,,,,SMAW;GMAW;GTAW,E7018;E6013;E308L,Med,Unknown,Equipment OEM — E7018 frames,4,Hot,Pune MIDC / Bhosari public directory (stale risk),,Unverified,Not contacted,Phone from older public directory — confirm on Google Maps / call before WhatsApp campaign,
